image,source,type_degradation,niveau
degraded\portable_electronics\064_jpeg_high.jpg,originals\portable_electronics\POR_004.jpg,jpeg,high
degraded\portable_electronics\065_blur_low.jpg,originals\portable_electronics\POR_005.jpg,blur,low
degraded\portable_electronics\065_blur_medium.jpg,originals\portable_electronics\POR_005.jpg,blur,medium
degraded\portable_electronics\065_blur_high.jpg,originals\portable_electronics\POR_005.jpg,blur,high
degraded\portable_electronics\065_underexposure_low.jpg,originals\portable_electronics\POR_005.jpg,underexposure,low
degraded\portable_electronics\065_underexposure_medium.jpg,originals\portable_electronics\POR_005.jpg,underexposure,medium
degraded\portable_electronics\065_underexposure_high.jpg,originals\portable_electronics\POR_005.jpg,underexposure,high
degraded\portable_electronics\065_overexposure_low.jpg,originals\portable_electronics\POR_005.jpg,overexposure,low
degraded\portable_electronics\065_overexposure_medium.jpg,originals\portable_electronics\POR_005.jpg,overexposure,medium
degraded\portable_electronics\065_overexposure_high.jpg,originals\portable_electronics\POR_005.jpg,overexposure,high
degraded\portable_electronics\065_bad_crop_low.jpg,originals\portable_electronics\POR_005.jpg,bad_crop,low
degraded\portable_electronics\065_bad_crop_medium.jpg,originals\portable_electronics\POR_005.jpg,bad_crop,medium
degraded\portable_electronics\065_bad_crop_high.jpg,originals\portable_electronics\POR_005.jpg,bad_crop,high
degraded\portable_electronics\065_lowres_low.jpg,originals\portable_electronics\POR_005.jpg,lowres,low
degraded\portable_electronics\065_lowres_medium.jpg,originals\portable_electronics\POR_005.jpg,lowres,medium
degraded\portable_electronics\065_lowres_high.jpg,originals\portable_electronics\POR_005.jpg,lowres,high
degraded\portable_electronics\065_jpeg_low.jpg,originals\portable_electronics\POR_005.jpg,jpeg,low
degraded\portable_electronics\065_jpeg_medium.jpg,originals\portable_electronics\POR_005.jpg,jpeg,medium
degraded\portable_electronics\065_jpeg_high.jpg,originals\portable_electronics\POR_005.jpg,jpeg,high
degraded\portable_electronics\066_blur_low.jpg,originals\portable_electronics\POR_006.jpg,blur,low
degraded\portable_electronics\066_blur_medium.jpg,originals\portable_electronics\POR_006.jpg,blur,medium
degraded\portable_electronics\066_blur_high.jpg,originals\portable_electronics\POR_006.jpg,blur,high
degraded\portable_electronics\066_underexposure_low.jpg,originals\portable_electronics\POR_006.jpg,underexposure,low
degraded\portable_electronics\066_underexposure_medium.jpg,originals\portable_electronics\POR_006.jpg,underexposure,medium
degraded\portable_electronics\066_underexposure_high.jpg,originals\portable_electronics\POR_006.jpg,underexposure,high
degraded\portable_electronics\066_overexposure_low.jpg,originals\portable_electronics\POR_006.jpg,overexposure,low
degraded\portable_electronics\066_overexposure_medium.jpg,originals\portable_electronics\POR_006.jpg,overexposure,medium
degraded\portable_electronics\066_overexposure_high.jpg,originals\portable_electronics\POR_006.jpg,overexposure,high
degraded\portable_electronics\066_bad_crop_low.jpg,originals\portable_electronics\POR_006.jpg,bad_crop,low
degraded\portable_electronics\066_bad_crop_medium.jpg,originals\portable_electronics\POR_006.jpg,bad_crop,medium
degraded\portable_electronics\066_bad_crop_high.jpg,originals\portable_electronics\POR_006.jpg,bad_crop,high
degraded\portable_electronics\066_lowres_low.jpg,originals\portable_electronics\POR_006.jpg,lowres,low
degraded\portable_electronics\066_lowres_medium.jpg,originals\portable_electronics\POR_006.jpg,lowres,medium
degraded\portable_electronics\066_lowres_high.jpg,originals\portable_electronics\POR_006.jpg,lowres,high
degraded\portable_electronics\066_jpeg_low.jpg,originals\portable_electronics\POR_006.jpg,jpeg,low
degraded\portable_electronics\066_jpeg_medium.jpg,originals\portable_electronics\POR_006.jpg,jpeg,medium
degraded\portable_electronics\066_jpeg_high.jpg,originals\portable_electronics\POR_006.jpg,jpeg,high
degraded\portable_electronics\067_blur_low.jpg,originals\portable_electronics\POR_007.jpg,blur,low
degraded\portable_electronics\067_blur_medium.jpg,originals\portable_electronics\POR_007.jpg,blur,medium
degraded\portable_electronics\067_blur_high.jpg,originals\portable_electronics\POR_007.jpg,blur,high
degraded\portable_electronics\067_underexposure_low.jpg,originals\portable_electronics\POR_007.jpg,underexposure,low
degraded\portable_electronics\067_underexposure_medium.jpg,originals\portable_electronics\POR_007.jpg,underexposure,medium
degraded\portable_electronics\067_underexposure_high.jpg,originals\portable_electronics\POR_007.jpg,underexposure,high
degraded\portable_electronics\067_overexposure_low.jpg,originals\portable_electronics\POR_007.jpg,overexposure,low
degraded\portable_electronics\067_overexposure_medium.jpg,originals\portable_electronics\POR_007.jpg,overexposure,medium
degraded\portable_electronics\067_overexposure_high.jpg,originals\portable_electronics\POR_007.jpg,overexposure,high
degraded\portable_electronics\067_bad_crop_low.jpg,originals\portable_electronics\POR_007.jpg,bad_crop,low
degraded\portable_electronics\067_bad_crop_medium.jpg,originals\portable_electronics\POR_007.jpg,bad_crop,medium
degraded\portable_electronics\067_bad_crop_high.jpg,originals\portable_electronics\POR_007.jpg,bad_crop,high
degraded\portable_electronics\067_lowres_low.jpg,originals\portable_electronics\POR_007.jpg,lowres,low
degraded\portable_electronics\067_lowres_medium.jpg,originals\portable_electronics\POR_007.jpg,lowres,medium
degraded\portable_electronics\067_lowres_high.jpg,originals\portable_electronics\POR_007.jpg,lowres,high
degraded\portable_electronics\067_jpeg_low.jpg,originals\portable_electronics\POR_007.jpg,jpeg,low
degraded\portable_electronics\067_jpeg_medium.jpg,originals\portable_electronics\POR_007.jpg,jpeg,medium
degraded\portable_electronics\067_jpeg_high.jpg,originals\portable_electronics\POR_007.jpg,jpeg,high
degraded\portable_electronics\068_blur_low.jpg,originals\portable_electronics\POR_008.jpg,blur,low
degraded\portable_electronics\068_blur_medium.jpg,originals\portable_electronics\POR_008.jpg,blur,medium
degraded\portable_electronics\068_blur_high.jpg,originals\portable_electronics\POR_008.jpg,blur,high
degraded\portable_electronics\068_underexposure_low.jpg,originals\portable_electronics\POR_008.jpg,underexposure,low
degraded\portable_electronics\068_underexposure_medium.jpg,originals\portable_electronics\POR_008.jpg,underexposure,medium
degraded\portable_electronics\068_underexposure_high.jpg,originals\portable_electronics\POR_008.jpg,underexposure,high
degraded\portable_electronics\068_overexposure_low.jpg,originals\portable_electronics\POR_008.jpg,overexposure,low
degraded\portable_electronics\068_overexposure_medium.jpg,originals\portable_electronics\POR_008.jpg,overexposure,medium
degraded\portable_electronics\068_overexposure_high.jpg,originals\portable_electronics\POR_008.jpg,overexposure,high
degraded\portable_electronics\068_bad_crop_low.jpg,originals\portable_electronics\POR_008.jpg,bad_crop,low
degraded\portable_electronics\068_bad_crop_medium.jpg,originals\portable_electronics\POR_008.jpg,bad_crop,medium
degraded\portable_electronics\068_bad_crop_high.jpg,originals\portable_electronics\POR_008.jpg,bad_crop,high
degraded\portable_electronics\068_lowres_low.jpg,originals\portable_electronics\POR_008.jpg,lowres,low
degraded\portable_electronics\068_lowres_medium.jpg,originals\portable_electronics\POR_008.jpg,lowres,medium
degraded\portable_electronics\068_lowres_high.jpg,originals\portable_electronics\POR_008.jpg,lowres,high
degraded\portable_electronics\068_jpeg_low.jpg,originals\portable_electronics\POR_008.jpg,jpeg,low
degraded\portable_electronics\068_jpeg_medium.jpg,originals\portable_electronics\POR_008.jpg,jpeg,medium
degraded\portable_electronics\068_jpeg_high.jpg,originals\portable_electronics\POR_008.jpg,jpeg,high
degraded\portable_electronics\069_blur_low.jpg,originals\portable_electronics\POR_009.jpg,blur,low
degraded\portable_electronics\069_blur_medium.jpg,originals\portable_electronics\POR_009.jpg,blur,medium
degraded\portable_electronics\069_blur_high.jpg,originals\portable_electronics\POR_009.jpg,blur,high
degraded\portable_electronics\069_underexposure_low.jpg,originals\portable_electronics\POR_009.jpg,underexposure,low
degraded\portable_electronics\069_underexposure_medium.jpg,originals\portable_electronics\POR_009.jpg,underexposure,medium
degraded\portable_electronics\069_underexposure_high.jpg,originals\portable_electronics\POR_009.jpg,underexposure,high
degraded\portable_electronics\069_overexposure_low.jpg,originals\portable_electronics\POR_009.jpg,overexposure,low
degraded\portable_electronics\069_overexposure_medium.jpg,originals\portable_electronics\POR_009.jpg,overexposure,medium
degraded\portable_electronics\069_overexposure_high.jpg,originals\portable_electronics\POR_009.jpg,overexposure,high
degraded\portable_electronics\069_bad_crop_low.jpg,originals\portable_electronics\POR_009.jpg,bad_crop,low
degraded\portable_electronics\069_bad_crop_medium.jpg,originals\portable_electronics\POR_009.jpg,bad_crop,medium
degraded\portable_electronics\069_bad_crop_high.jpg,originals\portable_electronics\POR_009.jpg,bad_crop,high
degraded\portable_electronics\069_lowres_low.jpg,originals\portable_electronics\POR_009.jpg,lowres,low
degraded\portable_electronics\069_lowres_medium.jpg,originals\portable_electronics\POR_009.jpg,lowres,medium
degraded\portable_electronics\069_lowres_high.jpg,originals\portable_electronics\POR_009.jpg,lowres,high
degraded\portable_electronics\069_jpeg_low.jpg,originals\portable_electronics\POR_009.jpg,jpeg,low
degraded\portable_electronics\069_jpeg_medium.jpg,originals\portable_electronics\POR_009.jpg,jpeg,medium
degraded\portable_electronics\069_jpeg_high.jpg,originals\portable_electronics\POR_009.jpg,jpeg,high
degraded\portable_electronics\070_blur_low.jpg,originals\portable_electronics\POR_010.jpg,blur,low
degraded\portable_electronics\070_blur_medium.jpg,originals\portable_electronics\POR_010.jpg,blur,medium
degraded\portable_electronics\070_blur_high.jpg,originals\portable_electronics\POR_010.jpg,blur,high
degraded\portable_electronics\070_underexposure_low.jpg,originals\portable_electronics\POR_010.jpg,underexposure,low
degraded\portable_electronics\070_underexposure_medium.jpg,originals\portable_electronics\POR_010.jpg,underexposure,medium
degraded\portable_electronics\070_underexposure_high.jpg,originals\portable_electronics\POR_010.jpg,underexposure,high
degraded\portable_electronics\070_overexposure_low.jpg,originals\portable_electronics\POR_010.jpg,overexposure,low
degraded\portable_electronics\070_overexposure_medium.jpg,originals\portable_electronics\POR_010.jpg,overexposure,medium
degraded\portable_electronics\070_overexposure_high.jpg,originals\portable_electronics\POR_010.jpg,overexposure,high
degraded\portable_electronics\070_bad_crop_low.jpg,originals\portable_electronics\POR_010.jpg,bad_crop,low
degraded\portable_electronics\070_bad_crop_medium.jpg,originals\portable_electronics\POR_010.jpg,bad_crop,medium
degraded\portable_electronics\070_bad_crop_high.jpg,originals\portable_electronics\POR_010.jpg,bad_crop,high
degraded\portable_electronics\070_lowres_low.jpg,originals\portable_electronics\POR_010.jpg,lowres,low
degraded\portable_electronics\070_lowres_medium.jpg,originals\portable_electronics\POR_010.jpg,lowres,medium
degraded\portable_electronics\070_lowres_high.jpg,originals\portable_electronics\POR_010.jpg,lowres,high
degraded\portable_electronics\070_jpeg_low.jpg,originals\portable_electronics\POR_010.jpg,jpeg,low
degraded\portable_electronics\070_jpeg_medium.jpg,originals\portable_electronics\POR_010.jpg,jpeg,medium
degraded\portable_electronics\070_jpeg_high.jpg,originals\portable_electronics\POR_010.jpg,jpeg,high
degraded\portable_electronics\071_blur_low.jpg,originals\portable_electronics\POR_011.jpg,blur,low
degraded\portable_electronics\071_blur_medium.jpg,originals\portable_electronics\POR_011.jpg,blur,medium
degraded\portable_electronics\071_blur_high.jpg,originals\portable_electronics\POR_011.jpg,blur,high
degraded\portable_electronics\071_underexposure_low.jpg,originals\portable_electronics\POR_011.jpg,underexposure,low
degraded\portable_electronics\071_underexposure_medium.jpg,originals\portable_electronics\POR_011.jpg,underexposure,medium
degraded\portable_electronics\071_underexposure_high.jpg,originals\portable_electronics\POR_011.jpg,underexposure,high
degraded\portable_electronics\071_overexposure_low.jpg,originals\portable_electronics\POR_011.jpg,overexposure,low
degraded\portable_electronics\071_overexposure_medium.jpg,originals\portable_electronics\POR_011.jpg,overexposure,medium
degraded\portable_electronics\071_overexposure_high.jpg,originals\portable_electronics\POR_011.jpg,overexposure,high
degraded\portable_electronics\071_bad_crop_low.jpg,originals\portable_electronics\POR_011.jpg,bad_crop,low
degraded\portable_electronics\071_bad_crop_medium.jpg,originals\portable_electronics\POR_011.jpg,bad_crop,medium
degraded\portable_electronics\071_bad_crop_high.jpg,originals\portable_electronics\POR_011.jpg,bad_crop,high
degraded\portable_electronics\071_lowres_low.jpg,originals\portable_electronics\POR_011.jpg,lowres,low
degraded\portable_electronics\071_lowres_medium.jpg,originals\portable_electronics\POR_011.jpg,lowres,medium
degraded\portable_electronics\071_lowres_high.jpg,originals\portable_electronics\POR_011.jpg,lowres,high
degraded\portable_electronics\071_jpeg_low.jpg,originals\portable_electronics\POR_011.jpg,jpeg,low
degraded\portable_electronics\071_jpeg_medium.jpg,originals\portable_electronics\POR_011.jpg,jpeg,medium
degraded\portable_electronics\071_jpeg_high.jpg,originals\portable_electronics\POR_011.jpg,jpeg,high
degraded\portable_electronics\072_blur_low.jpg,originals\portable_electronics\POR_012.jpg,blur,low
degraded\portable_electronics\072_blur_medium.jpg,originals\portable_electronics\POR_012.jpg,blur,medium
degraded\portable_electronics\072_blur_high.jpg,originals\portable_electronics\POR_012.jpg,blur,high
degraded\portable_electronics\072_underexposure_low.jpg,originals\portable_electronics\POR_012.jpg,underexposure,low
degraded\portable_electronics\072_underexposure_medium.jpg,originals\portable_electronics\POR_012.jpg,underexposure,medium
degraded\portable_electronics\072_underexposure_high.jpg,originals\portable_electronics\POR_012.jpg,underexposure,high
degraded\portable_electronics\072_overexposure_low.jpg,originals\portable_electronics\POR_012.jpg,overexposure,low
degraded\portable_electronics\072_overexposure_medium.jpg,originals\portable_electronics\POR_012.jpg,overexposure,medium
degraded\portable_electronics\072_overexposure_high.jpg,originals\portable_electronics\POR_012.jpg,overexposure,high
degraded\portable_electronics\072_bad_crop_low.jpg,originals\portable_electronics\POR_012.jpg,bad_crop,low
degraded\portable_electronics\072_bad_crop_medium.jpg,originals\portable_electronics\POR_012.jpg,bad_crop,medium
degraded\portable_electronics\072_bad_crop_high.jpg,originals\portable_electronics\POR_012.jpg,bad_crop,high
degraded\portable_electronics\072_lowres_low.jpg,originals\portable_electronics\POR_012.jpg,lowres,low
degraded\portable_electronics\072_lowres_medium.jpg,originals\portable_electronics\POR_012.jpg,lowres,medium
degraded\portable_electronics\072_lowres_high.jpg,originals\portable_electronics\POR_012.jpg,lowres,high
degraded\portable_electronics\072_jpeg_low.jpg,originals\portable_electronics\POR_012.jpg,jpeg,low
degraded\portable_electronics\072_jpeg_medium.jpg,originals\portable_electronics\POR_012.jpg,jpeg,medium
degraded\portable_electronics\072_jpeg_high.jpg,originals\portable_electronics\POR_012.jpg,jpeg,high
degraded\portable_electronics\073_blur_low.jpg,originals\portable_electronics\POR_013.jpg,blur,low
degraded\portable_electronics\073_blur_medium.jpg,originals\portable_electronics\POR_013.jpg,blur,medium
degraded\portable_electronics\073_blur_high.jpg,originals\portable_electronics\POR_013.jpg,blur,high
degraded\portable_electronics\073_underexposure_low.jpg,originals\portable_electronics\POR_013.jpg,underexposure,low
degraded\portable_electronics\073_underexposure_medium.jpg,originals\portable_electronics\POR_013.jpg,underexposure,medium
degraded\portable_electronics\073_underexposure_high.jpg,originals\portable_electronics\POR_013.jpg,underexposure,high
degraded\portable_electronics\073_overexposure_low.jpg,originals\portable_electronics\POR_013.jpg,overexposure,low
degraded\portable_electronics\073_overexposure_medium.jpg,originals\portable_electronics\POR_013.jpg,overexposure,medium
degraded\portable_electronics\073_overexposure_high.jpg,originals\portable_electronics\POR_013.jpg,overexposure,high
degraded\portable_electronics\073_bad_crop_low.jpg,originals\portable_electronics\POR_013.jpg,bad_crop,low
degraded\portable_electronics\073_bad_crop_medium.jpg,originals\portable_electronics\POR_013.jpg,bad_crop,medium
degraded\portable_electronics\073_bad_crop_high.jpg,originals\portable_electronics\POR_013.jpg,bad_crop,high
degraded\portable_electronics\073_lowres_low.jpg,originals\portable_electronics\POR_013.jpg,lowres,low
degraded\portable_electronics\073_lowres_medium.jpg,originals\portable_electronics\POR_013.jpg,lowres,medium
degraded\portable_electronics\073_lowres_high.jpg,originals\portable_electronics\POR_013.jpg,lowres,high
